,timestep,sentence,words,num_words,mean_word_length,num_syllables
3788,186368,"So that I know not where we can hope to find any absolute distinction between animals and plants, unless we return to their mode of nutrition","['so', 'that', 'i', 'know', 'not', 'where', 'we', 'can', 'hope', 'to', 'find', 'any', 'absolute', 'distinction', 'between', 'animals', 'and', 'plants,', 'unless', 'we', 'return', 'to', 'their', 'mode', 'of', 'nutrition']",26,4,39
3789,147456,"and inquire whether certain differences of a more occult character than those imagined to exist by Cuvier,","['and', 'inquire', 'whether', 'certain', 'differences', 'of', 'a', 'more', 'occult', 'character', 'than', 'those', 'imagined', 'to', 'exist', 'by', 'cuvier,']",17,5,30
3790,147712,"and which certainly hold good for the vast majority of animals and plants, are of universal application.","['and', 'which', 'certainly', 'hold', 'good', 'for', 'the', 'vast', 'majority', 'of', 'animals', 'and', 'plants,', 'are', 'of', 'universal', 'application.']",17,5,29
3791,182016,"A bean may be supplied with water in which salts of ammonia and certain other mineral salts are dissolved in due proportion,","['a', 'bean', 'may', 'be', 'supplied', 'with', 'water', 'in', 'which', 'salts', 'of', 'ammonia', 'and', 'certain', 'other', 'mineral', 'salts', 'are', 'dissolved', 'in', 'due', 'proportion,']",22,4,32
3792,171520,with atmospheric air containing its ordinary minute dose of carbonic acid and with nothing else but sunlight and heat.,"['with', 'atmospheric', 'air', 'containing', 'its', 'ordinary', 'minute', 'dose', 'of', 'carbonic', 'acid', 'and', 'with', 'nothing', 'else', 'but', 'sunlight', 'and', 'heat.']",19,5,33
3793,193024,"Under these circumstances, unnatural as they are, with proper management, the bean will thrust forth its radicle and its plumule;","['under', 'these', 'circumstances,', 'unnatural', 'as', 'they', 'are,', 'with', 'proper', 'management,', 'the', 'bean', 'will', 'thrust', 'forth', 'its', 'radicle', 'and', 'its', 'plumule;']",20,5,30
3794,149248,"the former will grow down into roots, the latter grow up into the stem and leaves of a vigorous bean-plant,","['the', 'former', 'will', 'grow', 'down', 'into', 'roots,', 'the', 'latter', 'grow', 'up', 'into', 'the', 'stem', 'and', 'leaves', 'of', 'a', 'vigorous', 'bean-plant,']",20,4,28
3795,163584,"and this plant will, in due time, flower and produce its crop of beans just as if it were grown in the garden or in the field.","['and', 'this', 'plant', 'will,', 'in', 'due', 'time,', 'flower', 'and', 'produce', 'its', 'crop', 'of', 'beans', 'just', 'as', 'if', 'it', 'were', 'grown', 'in', 'the', 'garden', 'or', 'in', 'the', 'field.']",27,3,33
3796,67840,"The weight of the nitrogenous protein compounds,","['the', 'weight', 'of', 'the', 'nitrogenous', 'protein', 'compounds,']",7,6,12
3797,163328,"of the oily, starchy, saccharine and woody substances contained in the full-grown plant and its seeds","['of', 'the', 'oily,', 'starchy,', 'saccharine', 'and', 'woody', 'substances', 'contained', 'in', 'the', 'full-grown', 'plant', 'and', 'its', 'seeds']",16,5,25
3798,121344,will be vastly greater than the weight of the same substances contained in the bean from which it sprang.,"['will', 'be', 'vastly', 'greater', 'than', 'the', 'weight', 'of', 'the', 'same', 'substances', 'contained', 'in', 'the', 'bean', 'from', 'which', 'it', 'sprang.']",19,4,25
3799,168960,"But nothing has been supplied to the bean save water, carbonic acid, ammonia, potash, lime,","['but', 'nothing', 'has', 'been', 'supplied', 'to', 'the', 'bean', 'save', 'water,', 'carbonic', 'acid,', 'ammonia,', 'potash,', 'lime,']",15,5,23
3800,111616,"iron and the like in combination with phosphoric, sulphuric and other acids.","['iron', 'and', 'the', 'like', 'in', 'combination', 'with', 'phosphoric,', 'sulphuric', 'and', 'other', 'acids.']",12,5,20
3801,200448,"Neither protein, nor fat, nor starch, nor sugar, nor any substance in the slightest degree resembling them has formed part of the food of the bean.","['neither', 'protein,', 'nor', 'fat,', 'nor', 'starch,', 'nor', 'sugar,', 'nor', 'any', 'substance', 'in', 'the', 'slightest', 'degree', 'resembling', 'them', 'has', 'formed', 'part', 'of', 'the', 'food', 'of', 'the', 'bean.']",26,4,39
3802,198656,"But the weights of the carbon, hydrogen, oxygen, nitrogen, phosphorus, sulfur and other elementary bodies contained in the bean-plant","['but', 'the', 'weights', 'of', 'the', 'carbon,', 'hydrogen,', 'oxygen,', 'nitrogen,', 'phosphorus,', 'sulfur', 'and', 'other', 'elementary', 'bodies', 'contained', 'in', 'the', 'bean-plant']",19,6,32
3803,215296,and in the seeds which it produces are exactly equivalent to the weights of the same elements which have disappeared from the materials supplied to the bean during its growth.,"['and', 'in', 'the', 'seeds', 'which', 'it', 'produces', 'are', 'exactly', 'equivalent', 'to', 'the', 'weights', 'of', 'the', 'same', 'elements', 'which', 'have', 'disappeared', 'from', 'the', 'materials', 'supplied', 'to', 'the', 'bean', 'during', 'its', 'growth.']",30,4,47
3804,192768,Whence it follows that the bean has taken in only the raw materials of its fabric and has manufactured them into bean-stuffs.,"['whence', 'it', 'follows', 'that', 'the', 'bean', 'has', 'taken', 'in', 'only', 'the', 'raw', 'materials', 'of', 'its', 'fabric', 'and', 'has', 'manufactured', 'them', 'into', 'bean-stuffs.']",22,4,34
3805,150016,"The bean has been able to perform this great chemical feat by the help of its green coloring matter, or chlorophyll,","['the', 'bean', 'has', 'been', 'able', 'to', 'perform', 'this', 'great', 'chemical', 'feat', 'by', 'the', 'help', 'of', 'its', 'green', 'coloring', 'matter,', 'or', 'chlorophyll,']",21,4,29
3806,198144,"for it is only the green parts of the plant which, under the influence of sunlight, have the marvelous power of decomposing carbonic acid,","['for', 'it', 'is', 'only', 'the', 'green', 'parts', 'of', 'the', 'plant', 'which,', 'under', 'the', 'influence', 'of', 'sunlight,', 'have', 'the', 'marvelous', 'power', 'of', 'decomposing', 'carbonic', 'acid,']",24,4,38
3807,104448,setting free the oxygen and laying hold of the carbon which it contains.,"['setting', 'free', 'the', 'oxygen', 'and', 'laying', 'hold', 'of', 'the', 'carbon', 'which', 'it', 'contains.']",13,4,19
3808,182784,"In fact, the bean obtains two of the absolutely indispensable elements of its substance from two distinct sources.","['in', 'fact,', 'the', 'bean', 'obtains', 'two', 'of', 'the', 'absolutely', 'indispensable', 'elements', 'of', 'its', 'substance', 'from', 'two', 'distinct', 'sources.']",18,5,32
3809,125952,"The watery solution, in which its roots are plunged, contains nitrogen but no carbon;","['the', 'watery', 'solution,', 'in', 'which', 'its', 'roots', 'are', 'plunged,', 'contains', 'nitrogen', 'but', 'no', 'carbon;']",14,5,22
3810,89600,"the air, to which the leaves are exposed, contains carbon,","['the', 'air,', 'to', 'which', 'the', 'leaves', 'are', 'exposed,', 'contains', 'carbon,']",10,4,14
3811,133888,"but its nitrogen is in the state of a free gas, in which condition the bean can make no use of it,","['but', 'its', 'nitrogen', 'is', 'in', 'the', 'state', 'of', 'a', 'free', 'gas,', 'in', 'which', 'condition', 'the', 'bean', 'can', 'make', 'no', 'use', 'of', 'it,']",22,3,28
3812,192256,"and the chlorophyll is the apparatus by which the carbon is extracted from the atmospheric carbonic acid, the leaves being the chief laboratories","['and', 'the', 'chlorophyll', 'is', 'the', 'apparatus', 'by', 'which', 'the', 'carbon', 'is', 'extracted', 'from', 'the', 'atmospheric', 'carbonic', 'acid,', 'the', 'leaves', 'being', 'the', 'chief', 'laboratories']",23,5,40
3813,186112,"The Science: History of the Universe, Volume five. Edited by Francis Rolt-Wheeler. Biology. Chapter eight.","['the', 'science:', 'history', 'of', 'the', 'universe,', 'volume', 'five.', 'edited', 'by', 'francis', 'rolt-wheeler.', 'biology.', 'chapter', 'eight.']",15,6,28
3814,47616,Life Processes. Part One.,"['life', 'processes.', 'part', 'one.']",4,5,6
3815,172800,"Nutrition thus, as has been pointed out, makes it possible to classify most organisms as animals or plants.","['nutrition', 'thus,', 'as', 'has', 'been', 'pointed', 'out,', 'makes', 'it', 'possible', 'to', 'classify', 'most', 'organisms', 'as', 'animals', 'or', 'plants.']",18,5,33
3816,133120,Yet there are many unicellular forms in which both kinds of nutrition go on at the same time;,"['yet', 'there', 'are', 'many', 'unicellular', 'forms', 'in', 'which', 'both', 'kinds', 'of', 'nutrition', 'go', 'on', 'at', 'the', 'same', 'time;']",18,4,26
3817,174592,"that is, the forms may possess a mouth for the ingestion of solid food and green coloring matter, chlorophyll,","['that', 'is,', 'the', 'forms', 'may', 'possess', 'a', 'mouth', 'for', 'the', 'ingestion', 'of', 'solid', 'food', 'and', 'green', 'coloring', 'matter,', 'chlorophyll,']",19,4,28
3818,75264,for the manufacture of starchy food from gaseous matter.,"['for', 'the', 'manufacture', 'of', 'starchy', 'food', 'from', 'gaseous', 'matter.']",9,5,16
3819,79360,Many of the lowest forms of life have long been puzzles,"['many', 'of', 'the', 'lowest', 'forms', 'of', 'life', 'have', 'long', 'been', 'puzzles']",11,4,14
3820,158976,and the beginner in biological study is surprised to find them described in textbooks of both botany and zoology.,"['and', 'the', 'beginner', 'in', 'biological', 'study', 'is', 'surprised', 'to', 'find', 'them', 'described', 'in', 'textbooks', 'of', 'both', 'botany', 'and', 'zoology.']",19,5,32
3821,136704,"The fact is that they are on the border line, are neither plants nor animals but simply organisms.","['the', 'fact', 'is', 'that', 'they', 'are', 'on', 'the', 'border', 'line,', 'are', 'neither', 'plants', 'nor', 'animals', 'but', 'simply', 'organisms.']",18,4,25
3822,209408,"Since they cannot be classified, it is necessary that they be listed both under botany and zoology, in order to make sure that they will not be omitted entirely.","['since', 'they', 'cannot', 'be', 'classified,', 'it', 'is', 'necessary', 'that', 'they', 'be', 'listed', 'both', 'under', 'botany', 'and', 'zoology,', 'in', 'order', 'to', 'make', 'sure', 'that', 'they', 'will', 'not', 'be', 'omitted', 'entirely.']",29,4,43
3823,56832,"Because of these uncertain forms of life,","['because', 'of', 'these', 'uncertain', 'forms', 'of', 'life,']",7,5,11
3824,209408,Haeckel proposed once to include all one-celled animals and plants in a third kingdom to be called Protista (meaning the first of all life).,"['haeckel', 'proposed', 'once', 'to', 'include', 'all', 'one-celled', 'animals', 'and', 'plants', 'in', 'a', 'third', 'kingdom', 'to', 'be', 'called', 'protista', '(meaning', 'the', 'first', 'of', 'all', 'life).']",24,4,34
3825,62208,"Parker's definition of animals and plants,","[""parker's"", 'definition', 'of', 'animals', 'and', 'plants,']",6,6,13
3826,224256,"based on the foregoing considerations, is convenient for distinguishing between animals and plants in all cases except the doubtful unicellar forms.","['based', 'on', 'the', 'foregoing', 'considerations,', 'is', 'convenient', 'for', 'distinguishing', 'between', 'animals', 'and', 'plants', 'in', 'all', 'cases', 'except', 'the', 'doubtful', 'unicellar', 'forms.']",21,6,37
3827,190208,"He says: Animals are organisms of fixed and definite form, in which the cell-body is not covered with a cellulose wall.","['he', 'says:', 'animals', 'are', 'organisms', 'of', 'fixed', 'and', 'definite', 'form,', 'in', 'which', 'the', 'cell-body', 'is', 'not', 'covered', 'with', 'a', 'cellulose', 'wall.']",21,4,35
3828,62976,"They ingest solid proteinaceous food,","['they', 'ingest', 'solid', 'proteinaceous', 'food,']",5,6,11
3829,195840,"their nutritive processes result in oxidation, they have a definite organ of excretion and are capable of automatic movement","['their', 'nutritive', 'processes', 'result', 'in', 'oxidation,', 'they', 'have', 'a', 'definite', 'organ', 'of', 'excretion', 'and', 'are', 'capable', 'of', 'automatic', 'movement']",19,5,36
3830,170496,Plants are organisms of constantly varying form in which the cell body is surrounded by a cellulose wall;,"['plants', 'are', 'organisms', 'of', 'constantly', 'varying', 'form', 'in', 'which', 'the', 'cell', 'body', 'is', 'surrounded', 'by', 'a', 'cellulose', 'wall;']",18,4,31
3831,147200,"they cannot ingest solid food, but are nourished by a watery solution of nutrient materials.","['they', 'cannot', 'ingest', 'solid', 'food,', 'but', 'are', 'nourished', 'by', 'a', 'watery', 'solution', 'of', 'nutrient', 'materials.']",15,5,27
3832,130048,"If chlorophyll is present, the carbon dioxide of the air serves as a source of carbon,","['if', 'chlorophyll', 'is', 'present,', 'the', 'carbon', 'dioxide', 'of', 'the', 'air', 'serves', 'as', 'a', 'source', 'of', 'carbon,']",16,4,23
3833,135168,nitrogen is obtained from simple salts and the nutritive processes result in deoxidation;,"['nitrogen', 'is', 'obtained', 'from', 'simple', 'salts', 'and', 'the', 'nutritive', 'processes', 'result', 'in', 'deoxidation;']",13,5,23
3834,127744,"if chlorophyll is absent, carbon is obtained from sugar or some similar compound,","['if', 'chlorophyll', 'is', 'absent,', 'carbon', 'is', 'obtained', 'from', 'sugar', 'or', 'some', 'similar', 'compound,']",13,5,22
3835,149248,"nitrogen either from simple salts or from proteids, and the process of nutrition is one of oxidation.","['nitrogen', 'either', 'from', 'simple', 'salts', 'or', 'from', 'proteids,', 'and', 'the', 'process', 'of', 'nutrition', 'is', 'one', 'of', 'oxidation.']",17,5,26
3836,185344,"There is no special excretory organ, and, except in the case of certain reproductive bodies, there is usually no locomotion.","['there', 'is', 'no', 'special', 'excretory', 'organ,', 'and,', 'except', 'in', 'the', 'case', 'of', 'certain', 'reproductive', 'bodies,', 'there', 'is', 'usually', 'no', 'locomotion.']",20,5,36
3837,184064,The important point to recognize is that these boundaries are artificial and that there are no scientific frontiers in Nature.,"['the', 'important', 'point', 'to', 'recognize', 'is', 'that', 'these', 'boundaries', 'are', 'artificial', 'and', 'that', 'there', 'are', 'no', 'scientific', 'frontiers', 'in', 'nature.']",20,5,34
3838,182528,"As in the liquefaction of gases, there is a ""critical point"" at which the substance under experiment is neither gaseous nor liquid.","['as', 'in', 'the', 'liquefaction', 'of', 'gases,', 'there', 'is', 'a', '""critical', 'point""', 'at', 'which', 'the', 'substance', 'under', 'experiment', 'is', 'neither', 'gaseous', 'nor', 'liquid.']",22,5,37
3839,187136,"as in a mountainous country, it is impossible to say where mountain ends and valley begins; as in the development of an animal,","['as', 'in', 'a', 'mountainous', 'country,', 'it', 'is', 'impossible', 'to', 'say', 'where', 'mountain', 'ends', 'and', 'valley', 'begins;', 'as', 'in', 'the', 'development', 'of', 'an', 'animal,']",23,4,36
3840,182528,"it is futile to argue about the exact period when, for instance, the egg becomes a tadpole or the tadpole a frog,","['it', 'is', 'futile', 'to', 'argue', 'about', 'the', 'exact', 'period', 'when,', 'for', 'instance,', 'the', 'egg', 'becomes', 'a', 'tadpole', 'or', 'the', 'tadpole', 'a', 'frog,']",22,4,34
3841,45056,so in the case under discussion.,"['so', 'in', 'the', 'case', 'under', 'discussion.']",6,4,8
3842,108032,"The distinction between the higher plants and animals is perfectly sharp and obvious,","['the', 'distinction', 'between', 'the', 'higher', 'plants', 'and', 'animals', 'is', 'perfectly', 'sharp', 'and', 'obvious,']",13,5,22
3843,113664,"but when the two groups are traced downward they are found gradually to merge,","['but', 'when', 'the', 'two', 'groups', 'are', 'traced', 'downward', 'they', 'are', 'found', 'gradually', 'to', 'merge,']",14,4,19
3844,177664,"as it were, into an assemblage of organisms which partake of the characters of both kingdoms and cannot without a certain violence","['as', 'it', 'were,', 'into', 'an', 'assemblage', 'of', 'organisms', 'which', 'partake', 'of', 'the', 'characters', 'of', 'both', 'kingdoms', 'and', 'cannot', 'without', 'a', 'certain', 'violence']",22,4,38
3845,81408,be either included in or excluded from either.,"['be', 'either', 'included', 'in', 'or', 'excluded', 'from', 'either.']",8,4,14
3846,143872,"When any given ""protist"" has to be classified the case must be decided on its individual merits;","['when', 'any', 'given', '""protist""', 'has', 'to', 'be', 'classified', 'the', 'case', 'must', 'be', 'decided', 'on', 'its', 'individual', 'merits;']",17,4,29
3847,167936,"the organism must be compared in detail with all those which resemble it closely in structure, physiology and life history,","['the', 'organism', 'must', 'be', 'compared', 'in', 'detail', 'with', 'all', 'those', 'which', 'resemble', 'it', 'closely', 'in', 'structure,', 'physiology', 'and', 'life', 'history,']",20,5,34
3848,180480,"and then a balance must be struck and the doubtful form placed in the kingdom with which it has, on the whole, most points in common.","['and', 'then', 'a', 'balance', 'must', 'be', 'struck', 'and', 'the', 'doubtful', 'form', 'placed', 'in', 'the', 'kingdom', 'with', 'which', 'it', 'has,', 'on', 'the', 'whole,', 'most', 'points', 'in', 'common.']",26,4,32
3849,93696,"It will no doubt occur to the reader that, on the theory of evolution,","['it', 'will', 'no', 'doubt', 'occur', 'to', 'the', 'reader', 'that,', 'on', 'the', 'theory', 'of', 'evolution,']",14,4,19
3850,212224,the fact of the animal and vegetable kingdoms being related to one another like two trees united at the roots may be accounted for by the hypothesis that,"['the', 'fact', 'of', 'the', 'animal', 'and', 'vegetable', 'kingdoms', 'being', 'related', 'to', 'one', 'another', 'like', 'two', 'trees', 'united', 'at', 'the', 'roots', 'may', 'be', 'accounted', 'for', 'by', 'the', 'hypothesis', 'that']",28,4,45
3851,190976,the earliest organisms were protists and that from them animals and plants were evolved along divergent lines of descent.,"['the', 'earliest', 'organisms', 'were', 'protists', 'and', 'that', 'from', 'them', 'animals', 'and', 'plants', 'were', 'evolved', 'along', 'divergent', 'lines', 'of', 'descent.']",19,5,32
3852,158976,And in this connection the fact that some bacteria -- the simplest organisms known and devoid of chlorophyll,"['and', 'in', 'this', 'connection', 'the', 'fact', 'that', 'some', 'bacteria', '--', 'the', 'simplest', 'organisms', 'known', 'and', 'devoid', 'of', 'chlorophyll']",18,5,31
3853,123904,may flourish in solutions wholly devoid of organic matter is very significant.,"['may', 'flourish', 'in', 'solutions', 'wholly', 'devoid', 'of', 'organic', 'matter', 'is', 'very', 'significant.']",12,5,22
3854,116480,The lower plants and animals referred to above are so far from everyday observation,"['the', 'lower', 'plants', 'and', 'animals', 'referred', 'to', 'above', 'are', 'so', 'far', 'from', 'everyday', 'observation']",14,5,24
3855,215296,and hence so unfamiliar that to most people the comparison made will mean little in terms of ordinary green flowering plants and common vertebrate animals.,"['and', 'hence', 'so', 'unfamiliar', 'that', 'to', 'most', 'people', 'the', 'comparison', 'made', 'will', 'mean', 'little', 'in', 'terms', 'of', 'ordinary', 'green', 'flowering', 'plants', 'and', 'common', 'vertebrate', 'animals.']",25,5,42
3856,196096,"In order to emphasize the fundamental similarity of organic function in higher and lower animals and plants, let us compare any higher plant","['in', 'order', 'to', 'emphasize', 'the', 'fundamental', 'similarity', 'of', 'organic', 'function', 'in', 'higher', 'and', 'lower', 'animals', 'and', 'plants,', 'let', 'us', 'compare', 'any', 'higher', 'plant']",23,5,44
3857,118272,"e.g., a bean plant with a higher animal, e.g., frog or even man.","['e.g.,', 'a', 'bean', 'plant', 'with', 'a', 'higher', 'animal,', 'e.g.,', 'frog', 'or', 'even', 'man.']",13,4,19
3858,160512,"In each the life is the sum total of a series of definite processes -- nutrition or food supply,","['in', 'each', 'the', 'life', 'is', 'the', 'sum', 'total', 'of', 'a', 'series', 'of', 'definite', 'processes', '--', 'nutrition', 'or', 'food', 'supply,']",19,4,29
3859,145408,"circulation, metabolism, excretion, oxygenation (part of respiration),","['circulation,', 'metabolism,', 'excretion,', 'oxygenation', '(part', 'of', 'respiration),']",7,9,13
3860,110336,"movement, irritability (nervous activity) and reproduction.","['movement,', 'irritability', '(nervous', 'activity)', 'and', 'reproduction.']",6,9,15
3861,77824,"In turn these will be compared for the animal and the plant,","['in', 'turn', 'these', 'will', 'be', 'compared', 'for', 'the', 'animal', 'and', 'the', 'plant,']",12,4,16
3862,144640,following in part the comparisons of certain animals and plants by Sedgwick and Wilson and others.,"['following', 'in', 'part', 'the', 'comparisons', 'of', 'certain', 'animals', 'and', 'plants', 'by', 'sedgwick', 'and', 'wilson', 'and', 'others.']",16,5,27
3863,172032,"These comparisons will, however, be translated into terms applicable to any species of higher plants or animals.","['these', 'comparisons', 'will,', 'however,', 'be', 'translated', 'into', 'terms', 'applicable', 'to', 'any', 'species', 'of', 'higher', 'plants', 'or', 'animals.']",17,5,32
3864,163584,In the nutrition of the animal the most essential and characteristic part of the food supply is derived from vegetable,"['in', 'the', 'nutrition', 'of', 'the', 'animal', 'the', 'most', 'essential', 'and', 'characteristic', 'part', 'of', 'the', 'food', 'supply', 'is', 'derived', 'from', 'vegetable']",20,4,34
3865,213248,"or animal matter in the form of various organic compounds, of which the most important are proteids (protoplasm, albumen, etc.),","['or', 'animal', 'matter', 'in', 'the', 'form', 'of', 'various', 'organic', 'compounds,', 'of', 'which', 'the', 'most', 'important', 'are', 'proteids', '(protoplasm,', 'albumen,', 'etc.),']",20,5,34
3866,96256,"carbohydrates (starch, cellulose) and fats.","['carbohydrates', '(starch,', 'cellulose)', 'and', 'fats.']",5,7,11
3867,172288,These materials are used by the animal in the manufacture of new protoplasm to take the place of that which has been used up.,"['these', 'materials', 'are', 'used', 'by', 'the', 'animal', 'in', 'the', 'manufacture', 'of', 'new', 'protoplasm', 'to', 'take', 'the', 'place', 'of', 'that', 'which', 'has', 'been', 'used', 'up.']",24,4,34
3868,141312,"It is, however, impossible for the animal to build these materials directly into the substance of its own body.","['it', 'is,', 'however,', 'impossible', 'for', 'the', 'animal', 'to', 'build', 'these', 'materials', 'directly', 'into', 'the', 'substance', 'of', 'its', 'own', 'body.']",19,4,34
3869,138752,They must first undergo certain preparatory chemical changes known collectively as digestion,"['they', 'must', 'first', 'undergo', 'certain', 'preparatory', 'chemical', 'changes', 'known', 'collectively', 'as', 'digestion']",12,6,27
3870,137472,and only after the completion of this process can all the food be absorbed into the circulation.,"['and', 'only', 'after', 'the', 'completion', 'of', 'this', 'process', 'can', 'all', 'the', 'food', 'be', 'absorbed', 'into', 'the', 'circulation.']",17,4,25
3871,215808,"For this purpose the food is taken not into the body proper, but into a kind of tubular chemical laboratory; called the alimentary canal,","['for', 'this', 'purpose', 'the', 'food', 'is', 'taken', 'not', 'into', 'the', 'body', 'proper,', 'but', 'into', 'a', 'kind', 'of', 'tubular', 'chemical', 'laboratory;', 'called', 'the', 'alimentary', 'canal,']",24,4,40
3872,219136,"through which it slowly passes, being subjected meanwhile to the action of certain chemical substances or reagents, known as digestive ferments.","['through', 'which', 'it', 'slowly', 'passes,', 'being', 'subjected', 'meanwhile', 'to', 'the', 'action', 'of', 'certain', 'chemical', 'substances', 'or', 'reagents,', 'known', 'as', 'digestive', 'ferments.']",21,5,37
3873,192512,"These substances, which are dissolved in a watery liquid to form the digestive fluid, are secreted by the walls of the alimentary tube.","['these', 'substances,', 'which', 'are', 'dissolved', 'in', 'a', 'watery', 'liquid', 'to', 'form', 'the', 'digestive', 'fluid,', 'are', 'secreted', 'by', 'the', 'walls', 'of', 'the', 'alimentary', 'tube.']",23,4,38
3874,171008,Through their action the solid portions are liquefied and the food is rendered capable of absorption into the body proper.,"['through', 'their', 'action', 'the', 'solid', 'portions', 'are', 'liquefied', 'and', 'the', 'food', 'is', 'rendered', 'capable', 'of', 'absorption', 'into', 'the', 'body', 'proper.']",20,5,33
3875,157696,"The food supply of the higher plant, like that of the animal, is the source of the required matter and energy,","['the', 'food', 'supply', 'of', 'the', 'higher', 'plant,', 'like', 'that', 'of', 'the', 'animal,', 'is', 'the', 'source', 'of', 'the', 'required', 'matter', 'and', 'energy,']",21,4,29
3876,171264,"but unlike that of the animal, it is not chiefly an income of foods, but only of the raw materials of food.","['but', 'unlike', 'that', 'of', 'the', 'animal,', 'it', 'is', 'not', 'chiefly', 'an', 'income', 'of', 'foods,', 'but', 'only', 'of', 'the', 'raw', 'materials', 'of', 'food.']",22,3,32
3877,99584,"Matter enters the plant in the liquid or gaseous form by diffusion,","['matter', 'enters', 'the', 'plant', 'in', 'the', 'liquid', 'or', 'gaseous', 'form', 'by', 'diffusion,']",12,4,18
3878,155136,both from the soil through the roots (liquids) and from the atmosphere through the leaves (gases).,"['both', 'from', 'the', 'soil', 'through', 'the', 'roots', '(liquids)', 'and', 'from', 'the', 'atmosphere', 'through', 'the', 'leaves', '(gases).']",16,5,20
3879,179200,We have here the direct absorption into the body proper of food-stuffs precisely as the animal takes in water and oxygen.,"['we', 'have', 'here', 'the', 'direct', 'absorption', 'into', 'the', 'body', 'proper', 'of', 'food-stuffs', 'precisely', 'as', 'the', 'animal', 'takes', 'in', 'water', 'and', 'oxygen.']",21,4,34
3880,66304,"Energy enters the plant, to a small extent,","['energy', 'enters', 'the', 'plant,', 'to', 'a', 'small', 'extent,']",8,4,13
3881,169472,"as the potential energy of foodstuffs, but comes in principally as the kinetic energy of sunlight absorbed in the leaves.","['as', 'the', 'potential', 'energy', 'of', 'foodstuffs,', 'but', 'comes', 'in', 'principally', 'as', 'the', 'kinetic', 'energy', 'of', 'sunlight', 'absorbed', 'in', 'the', 'leaves.']",20,5,34
3882,136704,"Of the substances the solids (salts, etc.) must be dissolved in water before they can be taken in.","['of', 'the', 'substances', 'the', 'solids', '(salts,', 'etc.)', 'must', 'be', 'dissolved', 'in', 'water', 'before', 'they', 'can', 'be', 'taken', 'in.']",18,4,27
3883,197120,"Water and dissolved salts continually pass by diffusion from the soil into the roots, where together they constitute the sap.","['water', 'and', 'dissolved', 'salts', 'continually', 'pass', 'by', 'diffusion', 'from', 'the', 'soil', 'into', 'the', 'roots,', 'where', 'together', 'they', 'constitute', 'the', 'sap.']",20,5,35
3884,126208,"The sap travels throughout the whole plant, the main though not the only cause of movement","['the', 'sap', 'travels', 'throughout', 'the', 'whole', 'plant,', 'the', 'main', 'though', 'not', 'the', 'only', 'cause', 'of', 'movement']",16,4,21
3885,174848,"being the constant transpiration (evaporation) of watery vapor from the leaves, especially through the stomata.","['being', 'the', 'constant', 'transpiration', '(evaporation)', 'of', 'watery', 'vapor', 'from', 'the', 'leaves,', 'especially', 'through', 'the', 'stomata.']",15,6,26
3886,189952,"The gaseous matters (carbon dioxide, oxygen, nitrogen) enter the plant mainly by diffusion from the atmosphere,","['the', 'gaseous', 'matters', '(carbon', 'dioxide,', 'oxygen,', 'nitrogen)', 'enter', 'the', 'plant', 'mainly', 'by', 'diffusion', 'from', 'the', 'atmosphere,']",16,6,28
3887,145920,are dissolved by the sap in the leaves and elsewhere and thus may pass to every portion of the plant.,"['are', 'dissolved', 'by', 'the', 'sap', 'in', 'the', 'leaves', 'and', 'elsewhere', 'and', 'thus', 'may', 'pass', 'to', 'every', 'portion', 'of', 'the', 'plant.']",20,4,26
3888,91392,The green plant owes its power of absorbing the energy of sunlight,"['the', 'green', 'plant', 'owes', 'its', 'power', 'of', 'absorbing', 'the', 'energy', 'of', 'sunlight']",12,4,18
3889,212992,"to the chlorophyll bodies or chromatophores, for plants which, like fungi, etc., are devoid of chlorophyll, are unable thus to acquire energy.","['to', 'the', 'chlorophyll', 'bodies', 'or', 'chromatophores,', 'for', 'plants', 'which,', 'like', 'fungi,', 'etc.,', 'are', 'devoid', 'of', 'chlorophyll,', 'are', 'unable', 'thus', 'to', 'acquire', 'energy.']",22,5,36
3890,172032,"Entering the chlorophyll bodies, the kinetic energy of sunlight is applied to the decomposition of carbon dioxide and water.","['entering', 'the', 'chlorophyll', 'bodies,', 'the', 'kinetic', 'energy', 'of', 'sunlight', 'is', 'applied', 'to', 'the', 'decomposition', 'of', 'carbon', 'dioxide', 'and', 'water.']",19,5,38
3891,179456,"After passing through manifold but imperfectly known processes, the elements of these substances finally reappear as starch,","['after', 'passing', 'through', 'manifold', 'but', 'imperfectly', 'known', 'processes,', 'the', 'elements', 'of', 'these', 'substances', 'finally', 'reappear', 'as', 'starch,']",17,6,34
3892,189696,"often in the form of granules embedded in the chlorophyll bodies and free oxygen, most of which is returned to the atmosphere.","['often', 'in', 'the', 'form', 'of', 'granules', 'embedded', 'in', 'the', 'chlorophyll', 'bodies', 'and', 'free', 'oxygen,', 'most', 'of', 'which', 'is', 'returned', 'to', 'the', 'atmosphere.']",22,4,32
3893,181760,Thus the leaf of a green plant in the light is continually absorbing carbon dioxide and giving forth free oxygen.,"['thus', 'the', 'leaf', 'of', 'a', 'green', 'plant', 'in', 'the', 'light', 'is', 'continually', 'absorbing', 'carbon', 'dioxide', 'and', 'giving', 'forth', 'free', 'oxygen.']",20,4,31
